id,machineId,machineName,productName,partNo,step,sampleGoodQty,sampleNgQty,sampleTestQty
10-ocp-260-t-resi-cover-4-way-qgh11468-4-4,10-ocp-260-t,10# OCP-260 T,Resi Cover 4-Way,QGH11468,4/4,1994,0,0
10-ocp-260-t-resi-cover-6-way-nve96519-4-4,10-ocp-260-t,10# OCP-260 T,Resi Cover 6-Way,NVE96519,4/4,732,0,0
10-ocp-260-t-cover-lug100-600mm-30w-bru53727-3-3,10-ocp-260-t,10# OCP-260 T,Cover LUG100 600mm 30w,BRU53727,3/3,99,0,0
10-ocp-260-t-cover-ez250-600mm-18w-bru53731-2-2,10-ocp-260-t,10# OCP-260 T,Cover EZ250 600mm 18w,BRU53731,2/2,40,0,0
10-ocp-260-t-cover-ez250-600mm-12w-bru53730-2-2,10-ocp-260-t,10# OCP-260 T,Cover EZ250 600mm 12w,BRU53730,2/2,35,0,0
10-ocp-260-t-gland-plate-bru53717-3-3,10-ocp-260-t,10# OCP-260 T,Gland plate,BRU53717,3/3,356,0,0
10-ocp-260-t-metal-box4-6way-nms-bru30887-4-5,10-ocp-260-t,10# OCP-260 T,Metal Box4-6WAY,NMS/BRU30887,4/5,750,0,0
10-ocp-260-t-metal-box4-6way-nms-bru30887-5-5,10-ocp-260-t,10# OCP-260 T,Metal Box4-6WAY,NMS/BRU30887,5/5,889,0,0
10-ocp-260-t-u-box-900mm-bru53771-2-2,10-ocp-260-t,10# OCP-260 T,U BOX 900mm,BRU53771,2/2,138,7,0
10-ocp-260-t-cover-ez250-750mm-30w-bru53734-2-2,10-ocp-260-t,10# OCP-260 T,Cover EZ250 750mm 30w,BRU53734,2/2,63,0,0
10-ocp-260-t-cover-ez250-750mm-24w-bru53732-2-2,10-ocp-260-t,10# OCP-260 T,Cover EZ250 750mm 24w,BRU53732,2/2,27,0,0
10-ocp-260-t-upper-cup-sb-059c-2-2-4,10-ocp-260-t,10# OCP-260 T,Upper Cup,SB-059C-2,2/4,807,0,0
10-ocp-260-t-cover-lug100-450mm-12w-bru53724-2-3,10-ocp-260-t,10# OCP-260 T,Cover LUG100 450mm 12w,BRU53724,2/3,145,0,0
11-200t-lc-600-gland-plate-75170148-3-3,11-200t,11# 200T,LC 600 Gland Plate,75170148,3/3,20911,11,0
11-200t-metal-cover-8-way-nms-bru30892-2-2,11-200t,11# 200T,Metal Cover 8 WAY,NMS/BRU30892,2/2,2836,0,0
11-200t-lc600-cover-75170153-2-2,11-200t,11# 200T,LC600 COVER,75170153,2/2,3625,3,0
11-200t-metal-box4-6way-nms-bru30887-2-5,11-200t,11# 200T,Metal Box4-6WAY,NMS/BRU30887,2/5,11657,2,0
11-200t-active-bracket-upper-sb-092b-1-1-3-4,11-200t,11# 200T,ACTIVE BRACKET UPPER,SB-092B-1-1,3/4,6071,0,0
11-200t-metal-box4-6way-nms-bru30887-3-5,11-200t,11# 200T,Metal Box4-6WAY,NMS/BRU30887,3/5,10431,0,0
11-200t-metal-box8-10way-nms-bru30888-3-5,11-200t,11# 200T,Metal Box8-10WAY,NMS/BRU30888,3/5,6798,3,0
11-200t-metal-box-14-way-nms-bru30889-2-5,11-200t,11# 200T,Metal Box 14 WAY,NMS/BRU30889,2/5,560,4,0
11-200t-metal-box-14-way-nms-bru30889-3-5,11-200t,11# 200T,Metal Box 14 WAY,NMS/BRU30889,3/5,1120,3,0
11-200t-upper-cup-sb-059c-2-2-4,11-200t,11# 200T,Upper Cup,SB-059C-2,2/4,25623,7,0
11-200t-passive-bracket-assembly-sb-042e-2-2,11-200t,11# 200T,Passive Bracket Assembly,SB-042E-2-2,-,21397,9,0
11-200t-gland-plate-bru53717-2-3,11-200t,11# 200T,Gland plate,BRU53717,2/3,11161,6,0
11-200t-gland-plate-bru53717-3-3,11-200t,11# 200T,Gland plate,BRU53717,3/3,5813,1,0
11-200t-active-bracket-upper-sb-092b-1-1-2-4,11-200t,11# 200T,ACTIVE BRACKET UPPER,SB-092B-1-1,2/4,2226,0,0
11-200t-brkt-fe-sb-104a-1-1-2-3,11-200t,11# 200T,BRKT (FE),SB-104A-1-1,2/3,2677,0,0
11-200t-metal-cover-4-way-nms-bru30890-2-2,11-200t,11# 200T,Metal Cover 4 WAY,NMS/BRU30890,2/2,1072,0,0
11-200t-door-450mm-bru53743,11-200t,11# 200T,Door 450mm,BRU53743,-,1891,0,0
11-200t-metal-cover-6way-nms-bru30891-2-2,11-200t,11# 200T,METAL COVER 6WAY,NMS/BRU30891,2/2,4407,5,0
11-200t-lc600-flat-door-75170162-2-2,11-200t,11# 200T,LC600 FLAT DOOR,75170162,2/2,7191,6,0
11-200t-lc600-cover-75170154-2-3,11-200t,11# 200T,LC600 COVER,75170154,2/3,1574,0,0
11-200t-door-600mm-bru53744,11-200t,11# 200T,Door 600mm,BRU53744,-,2760,3,0
11-200t-cover-ez100-750mm-36w-bru53722-2-2,11-200t,11# 200T,Cover EZ100 750mm 36w,BRU53722,2/2,120,0,0
11-200t-bracket-sb-068c-1-1-2-2,11-200t,11# 200T,BRACKET,SB-068C-1-1,2/2,5284,0,0
11-200t-lc600-cover-75170152-2-2,11-200t,11# 200T,LC600 COVER,75170152,2/2,503,1,0
11-200t-lc600-cover-75170155-2-2,11-200t,11# 200T,LC600 COVER,75170155,2/2,400,0,0
11-200t-resi-box-bracket-nve96549-2-4,11-200t,11# 200T,Resi Box Bracket,NVE96549,2/4,4494,92,0
11-200t-metal-cover-10-way-nve96526-3-4,11-200t,11# 200T,Metal Cover 10-Way,NVE96526,3/4,3160,2,0
11-200t-box-2-10-10-way-nve96528-2-3,11-200t,11# 200T,BOX 2+10，10 WAY,NVE96528,2/3,2072,8,0
11-200t-metal-box-14way-nms-bru30889-3-5,11-200t,11# 200T,Metal Box 14WAY,NMS/BRU30889,3/5,2000,0,0
11-200t-resi-box-bracket-nve96549-4-4,11-200t,11# 200T,Resi Box Bracket,NVE96549,4/4,600,0,0
11-200t-metal-cover-10way-nms-bru30893-2-2,11-200t,11# 200T,METAL COVER 10WAY,NMS/BRU30893,2/2,1000,0,0
11-200t-cover-ez100-750mm-36w-bru53722-3-3,11-200t,11# 200T,Cover EZ100 750mm 36w,BRU53722,3/3,340,0,0
11-200t-cover-ez100-750mm-42w-bru53723-2-3,11-200t,11# 200T,Cover EZ100 750mm 42w,BRU53723,2/3,126,0,0
11-200t-cover-ez100-600mm-30w-bru53721-2-3,11-200t,11# 200T,Cover EZ100 600mm 30w,BRU53721,2/3,400,0,0
11-200t-cover-ez100-600mm-24w-bru53720-2-3,11-200t,11# 200T,Cover EZ100 600mm 24w,BRU53720,2/3,750,0,0
11-200t-metal-cover-10-way-nve96526-2-4,11-200t,11# 200T,Metal Cover 10-Way,NVE96526,2/4,1538,0,0
11-200t-resi-cover-6-way-nve96519-2-4,11-200t,11# 200T,Resi Cover 6-Way,NVE96519,2/4,838,0,0
11-200t-resi-cover-6-way-nve96519-3-4,11-200t,11# 200T,Resi Cover 6-Way,NVE96519,3/4,846,0,0
11-200t-resi-cover-4-way-qgh11468-2-4,11-200t,11# 200T,Resi Cover 4-Way,QGH11468,2/4,1910,0,0
11-200t-resi-cover-4-way-qgh11468-3-4,11-200t,11# 200T,Resi Cover 4-Way,QGH11468,3/4,1912,0,0
11-200t-cover-lug100-600mm-30w-bru53727-2-3,11-200t,11# 200T,Cover LUG100 600mm 30w,BRU53727,2/3,99,0,0
11-200t-metal-box4-6way-nms-bru30887-5-5,11-200t,11# 200T,Metal Box4-6WAY,NMS/BRU30887,5/5,815,0,0
11-200t-metal-box4-6way-nms-bru30887-4-5,11-200t,11# 200T,Metal Box4-6WAY,NMS/BRU30887,4/5,2686,0,0
12-200t-active-bracket-upper-sb-092b-1-1-4-4,12-200t,12# 200T,ACTIVE BRACKET UPPER,SB-092B-1-1,4/4,1424,0,0
12-200t-cover-lug100-750mm-42w-bru53729-2-3,12-200t,12# 200T,Cover LUG100 750mm 42w,BRU53729,2/3,39,0,0
12-200t-cover-lug100-750mm-42w-bru53729-3-3,12-200t,12# 200T,Cover LUG100 750mm 42w,BRU53729,3/3,39,0,0
12-200t-cover-ez250-750mm-24w-bru53732-2-2,12-200t,12# 200T,Cover EZ250 750mm 24w,BRU53732,2/2,40,1,0
12-200t-metal-box-pdb-dbf45-8-u-2-2,12-200t,12# 200T,METAL BOX,PDB DBF45-8-U,2/2,200,0,0
12-200t-metal-box4-6way-nms-bru30887-3-5,12-200t,12# 200T,Metal Box4-6WAY,NMS/BRU30887,3/5,2993,1,0
12-200t-metal-box4-6way-nms-bru30887-5-5,12-200t,12# 200T,Metal Box4-6WAY,NMS/BRU30887,5/5,2843,0,0
12-200t-metal-box4-6way-nms-bru30887-4-5,12-200t,12# 200T,Metal Box4-6WAY,NMS/BRU30887,4/5,1000,0,0
12-200t-door-900mm-bru53749,12-200t,12# 200T,Door 900mm,BRU53749,-,60,0,0
12-200t-resi-box-bracket-nve96549-3-4,12-200t,12# 200T,Resi Box Bracket,NVE96549,3/4,85,6,0
12-200t-cover-ez250-900mm-36w-bru53735-2-2,12-200t,12# 200T,Cover EZ250 900mm 36w,BRU53735,2/2,75,0,0
12-200t-u-box-900mm-bru53771-2-3,12-200t,12# 200T,U BOX 900mm,BRU53771,2/3,164,0,0
12-200t-metal-cover-6way-nms-bru30891-2-2,12-200t,12# 200T,METAL COVER 6WAY,NMS/BRU30891,2/2,342,0,0
12-200t-gland-plate-bru53717-3-3,12-200t,12# 200T,Gland plate,BRU53717,3/3,4957,1,0
12-200t-metal-cover-8way-nms-bru30892-2-2,12-200t,12# 200T,METAL COVER 8WAY,NMS/BRU30892,2/2,997,0,0
12-200t-box-2-6-6-way-nve96520-2-3,12-200t,12# 200T,BOX 2+6，6 WAY,NVE96520,2/3,614,0,0
12-200t-u-box-600mm-bru53715,12-200t,12# 200T,U BOX 600mm,BRU53715,-,1383,11,0
12-200t-u-box-750mm-bru53716-2-3,12-200t,12# 200T,U BOX 750mm,BRU53716,2/3,257,1,12
12-200t-u-box-750mm-bru53716-3-3,12-200t,12# 200T,U BOX 750mm,BRU53716,3/3,78,0,0
12-200t-door-450mm-bru53743,12-200t,12# 200T,Door 450mm,BRU53743,-,789,0,0
bending-1-lc-600-box-75170145,bending-1,Bending #1,LC 600 Box,75170145,-,11178,55,0
bending-1-lc-600-flat-door-75170162,bending-1,Bending #1,LC 600 Flat Door,75170162,-,14500,66,0
bending-1-lc-600-cover-75170154,bending-1,Bending #1,LC 600 Cover,75170154,-,6593,12,0
bending-1-metal-box-dbf45-8-u,bending-1,Bending #1,METAL BOX,DBF45-8-U,-,1291,6,0
bending-1-metal-box-dbf60-8-u,bending-1,Bending #1,METAL BOX,DBF60-8-U,-,498,2,0
bending-1-metal-box-wh-csl-dbs45-8-u,bending-1,Bending #1,METAL BOX WH CSL,DBS45-8-U,-,414,1,0
bending-1-metal-box-wh-csl-dbs30-8-u,bending-1,Bending #1,METAL BOX WH CSL,DBS30-8-U,-,1197,1,0
bending-1-metal-box-wh-csl-dbs60-8-u,bending-1,Bending #1,METAL BOX WH CSL,DBS60-8-U,-,398,1,0
bending-1-cover-ez100-450mm-12w-bru53718-1,bending-1,Bending #1,Cover EZ100 450mm 12w,BRU53718,1,1399,1,0
bending-1-u-box-450mm-bru53714,bending-1,Bending #1,U BOX 450mm,BRU53714,-,600,5,0
bending-1-u-box-600mm-bru53715,bending-1,Bending #1,U BOX 600mm,BRU53715,-,1706,2,0
bending-1-cover-ez100-600mm-18w-bru53719-1,bending-1,Bending #1,Cover EZ100 600mm 18w,BRU53719,1,1197,0,0
bending-1-u-box-750mm-bru53716,bending-1,Bending #1,U BOX 750mm,BRU53716,-,565,4,0
bending-1-cover-ez100-750mm-36w-bru53722,bending-1,Bending #1,Cover EZ100 750mm 36w,BRU53722,-,240,0,0
bending-1-cover-ez100-600mm-24w-bru53720-1,bending-1,Bending #1,Cover EZ100 600mm 24w,BRU53720,1,744,0,0
bending-1-cover-ez100-600mm-30w-bru53721-1,bending-1,Bending #1,Cover EZ100 600mm 30w,BRU53721,1,398,0,0
bending-1-lc-600-flat-door-75170163,bending-1,Bending #1,LC 600 Flat Door,75170163,-,431,0,0
bending-1-cover-lug100-600mm-30w-bru53727-1,bending-1,Bending #1,Cover LUG100 600mm 30w,BRU53727,1,99,0,0
bending-1-cover-ez250-600mm-18w-bru53731-1,bending-1,Bending #1,Cover EZ250 600mm 18w,BRU53731,1,40,0,0
bending-1-cover-ez250-600mm-12w-bru53730-1,bending-1,Bending #1,Cover EZ250 600mm 12w,BRU53730,1,35,0,0
bending-1-cover-ez250-750mm-24w-bru53732-1,bending-1,Bending #1,Cover EZ250 750mm 24w,BRU53732,1,63,0,0
bending-1-cover-lug100-750mm-42w-bru53729-1,bending-1,Bending #1,Cover LUG100 750mm 42w,BRU53729,1,39,0,0
bending-1-cover-ez250-900mm-36w-bru53735-1,bending-1,Bending #1,Cover EZ250 900mm 36w,BRU53735,1,58,0,0
bending-1-cover-ez250-900mm-42w-bru53736-1,bending-1,Bending #1,Cover EZ250 900mm 42w,BRU53736,1,13,0,0
bending-1-u-box-900mm-bru53771,bending-1,Bending #1,U BOX 900mm,BRU53771,-,101,0,0
bending-1-cover-ez250-750mm-30w-bru53734-1,bending-1,Bending #1,Cover EZ250 750mm 30w,BRU53734,1,64,0,0
bending-1-cover-lug100-450mm-12w-bru53724-1,bending-1,Bending #1,Cover LUG100 450mm 12w,BRU53724,1,145,0,0
bending-2-lc-600-cover-75170154,bending-2,Bending #2,LC 600 Cover,75170154,-,5088,12,0
bending-2-lc-600-flat-door-75170162,bending-2,Bending #2,LC 600 Flat Door,75170162,-,2627,34,0
bending-2-u-box-450mm-bru53714,bending-2,Bending #2,U BOX 450mm,BRU53714,-,345,0,0
bending-2-cover-ez100-450mm-12w-bru53718-2,bending-2,Bending #2,Cover EZ100 450mm 12w,BRU53718,2,1200,0,0
bending-2-u-box-600mm-bru53715,bending-2,Bending #2,U BOX 600mm,BRU53715,-,725,0,2
bending-2-cover-ez100-600mm-18w-bru53719-2,bending-2,Bending #2,Cover EZ100 600mm 18w,BRU53719,2,600,0,0
bending-2-lc-600-box-75170145,bending-2,Bending #2,LC 600 Box,75170145,-,1447,19,0
bending-2-metal-box-dbf45-8-u,bending-2,Bending #2,METAL BOX,DBF45-8-U,-,496,2,0
bending-2-lc-600-cover-75170155,bending-2,Bending #2,LC 600 Cover,75170155,-,399,0,0
bending-2-metal-box-wh-csl-dbs30-8-u,bending-2,Bending #2,METAL BOX WH CSL,DBS30-8-U,-,92,1,0
bending-2-lc-600-cover-75170152,bending-2,Bending #2,LC 600 Cover,75170152,-,501,0,0
bending-2-cover-ez100-750mm-36w-bru53722-1-2,bending-2,Bending #2,Cover EZ100 750mm 36w,BRU53722,1/2,335,1,0
bending-2-cover-ez100-750mm-36w-bru53722-2-2,bending-2,Bending #2,Cover EZ100 750mm 36w,BRU53722,2/2,335,0,0
bending-2-cover-ez100-750mm-42w-bru53723-1-2,bending-2,Bending #2,Cover EZ100 750mm 42w,BRU53723,1/2,122,1,0
bending-2-cover-ez100-750mm-42w-bru53723-2-2,bending-2,Bending #2,Cover EZ100 750mm 42w,BRU53723,2/2,122,1,0
bending-2-metal-box-wh-csl-dbs45-8-u,bending-2,Bending #2,METAL BOX WH CSL,DBS45-8-U,-,199,0,0
bending-2-cover-ez100-600mm-24w-bru53720-2-2,bending-2,Bending #2,Cover EZ100 600mm 24w,BRU53720,2/2,760,0,0
bending-2-cover-ez100-600mm-18w-bru53719-2-2,bending-2,Bending #2,Cover EZ100 600mm 18w,BRU53719,2/2,596,1,0
bending-2-cover-ez100-600mm-30w-bru53721-2-2,bending-2,Bending #2,Cover EZ100 600mm 30w,BRU53721,2/2,398,0,0
bending-2-cover-lug100-600mm-30w-bru53727-2-2,bending-2,Bending #2,Cover LUG100 600mm 30w,BRU53727,2/2,99,0,0
bending-2-cover-ez250-600mm-18w-bru53731-2-2,bending-2,Bending #2,Cover EZ250 600mm 18w,BRU53731,2/2,40,0,0
bending-2-cover-ez250-600mm-12w-bru53730-2-2,bending-2,Bending #2,Cover EZ250 600mm 12w,BRU53730,2/2,35,0,0
bending-2-cover-ez100-450mm-12w-bru53718-2-2,bending-2,Bending #2,Cover EZ100 450mm 12w,BRU53718,2/2,199,0,0
bending-2-cover-ez250-750mm-24w-bru53732-2-2,bending-2,Bending #2,Cover EZ250 750mm 24w,BRU53732,2/2,63,0,0
bending-2-cover-lug100-750mm-42w-bru53729-2-2,bending-2,Bending #2,Cover LUG100 750mm 42w,BRU53729,2/2,39,0,0
bending-2-cover-ez250-900mm-36w-bru53735-2-2,bending-2,Bending #2,Cover EZ250 900mm 36w,BRU53735,2/2,58,0,0
bending-2-cover-ez250-900mm-42w-bru53736-2-2,bending-2,Bending #2,Cover EZ250 900mm 42w,BRU53736,2/2,13,0,0
bending-2-cover-ez250-750mm-30w-bru53734-2-2,bending-2,Bending #2,Cover EZ250 750mm 30w,BRU53734,2/2,64,0,0
bending-2-cover-lug100-450mm-12w-bru53724-2-2,bending-2,Bending #2,Cover LUG100 450mm 12w,BRU53724,2/2,145,0,0
sw4-nms-matal-box4-6way-bru30887,sw4-nms,SW4 NMS,Matal Box4-6WAY,BRU30887,-,14784,39,27
sw4-nms-metal-box-14way-bru30889,sw4-nms,SW4 NMS,Metal Box 14WAY,BRU30889,-,3393,8,0
sw4-nms-matal-box8-10way-bru30888,sw4-nms,SW4 NMS,Matal Box8-10WAY,BRU30888,-,6041,22,0
sw4-nms-box-2-10-10-way-nve96528,sw4-nms,SW4 NMS,BOX 2+10，10 WAY,NVE96528,-,14,3,0
sw4-nms-resi-box-bracket-nve96549,sw4-nms,SW4 NMS,Resi Box Bracket,NVE96549,-,238,1,0
sw5-cu-metal-cover-10-way-nve96526,sw5-cu,SW5 CU,Metal Cover 10-Way,NVE96526,-,2047,35,0
sw6-nlc-u-box-450mm-bru53714,sw6-nlc,SW6 NLC,U BOX 450mm,BRU53714,-,1198,0,0
sw6-nlc-u-box-600mm-bru53715,sw6-nlc,SW6 NLC,U BOX 600mm,BRU53715,-,627,0,0
sw6-nlc-u-box-750mm-bru53716,sw6-nlc,SW6 NLC,U BOX 750mm,BRU53716,-,71,0,0
sw6-nlc-door-750mm-bru53747,sw6-nlc,SW6 NLC,Door 750mm,BRU53747,-,663,3,0
sw6-nlc-door-600mm-bru53744,sw6-nlc,SW6 NLC,Door 600mm,BRU53744,-,1880,4,0
sw6-nlc-door-450mm-bru53743,sw6-nlc,SW6 NLC,Door 450mm,BRU53743,-,385,10,0
sw6-nlc-door-900mm-bru53749,sw6-nlc,SW6 NLC,Door 900mm,BRU53749,-,62,0,0
sw7-lc-600-lc-600-box-75170145,sw7-lc-600,SW7 LC 600,LC 600 Box,75170145,-,12039,10,0
sw7-lc-600-u-box-750mm-bru53716,sw7-lc-600,SW7 LC 600,U BOX 750mm,BRU53716,-,507,0,0
sw7-lc-600-u-box-600mm-bru53715,sw7-lc-600,SW7 LC 600,U BOX 600mm,BRU53715,-,1767,4,0
sw7-lc-600-u-box-900mm-bru53771,sw7-lc-600,SW7 LC 600,U BOX 900mm,BRU53771,-,101,0,0
sw8-door-lc-lc-600-flat-door-75170162,sw8-door-lc,SW8 Door LC,LC 600 Flat Door,75170162,-,15871,25,2
riveting-metal-box-dbf45-8-u,riveting,Riveting,METAL BOX,DBF45-8-U,-,2194,0,0
riveting-metal-box-dbf60-8-u,riveting,Riveting,METAL BOX,DBF60-8-U,-,499,0,0
riveting-metal-box-wh-csl-dbs45-8-u,riveting,Riveting,METAL BOX WH CSL,DBS45-8-U,-,559,0,0
riveting-metal-box-wh-csl-dbs30-8-u,riveting,Riveting,METAL BOX WH CSL,DBS30-8-U,-,1590,0,0
riveting-metal-box-wh-csl-dbs60-8-u,riveting,Riveting,METAL BOX WH CSL,DBS60-8-U,-,400,0,0
tapping-lc-600-box-75170145,tapping,Tapping,LC 600 Box,75170145,-,11586,15,0
tapping-u-box-450mm-bru53714,tapping,Tapping,U BOX 450mm,BRU53714,-,1198,0,0
tapping-u-box-600mm-bru53715,tapping,Tapping,U BOX 600mm,BRU53715,-,2381,1,0
tapping-u-box-750mm-bru53716,tapping,Tapping,U BOX 750mm,BRU53716,-,578,0,0
tapping-u-box-900mm-bru53771,tapping,Tapping,U BOX 900mm,BRU53771,-,101,0,0
1-arc-stack-arc-stack-meduim-s1a23976-d,1-arc-stack,#1 Arc ·Stack,Arc Stack  Meduim,S1A23976-D,-,163997,3,0
2-arc-stack-arc-stack-high-s1a23969-d,2-arc-stack,#2 Arc ·Stack,Arc Stack High,S1A23969-D,-,143100,402,0
3-cut-chamber-cut-chamber-12-plate-72570500,3-cut-chamber,#3 Cut Chamber,Cut Chamber 12 Plate,72570500,-,40800,0,0
4-gv2-gv-2-6-plate-w813890060190-jr,4-gv2,#4 GV2,GV 2 6 Plate,W813890060190-JR,-,3240000,0,0
4-gv2-gv-2-9-plate-w813890890211-jr,4-gv2,#4 GV2,GV 2 9 Plate,W813890890211-JR,-,1265600,0,0
5-arc-chute-cut-chamber-51207116-jr,5-arc-chute,#5 Arc Chute,CUT CHAMBER,51207116-JR,-,240000,10,0
6-arc-chute-cut-chamber-51207116-jr,6-arc-chute,#6 Arc Chute,CUT CHAMBER,51207116-JR,-,2020000,4,0
7-arc-chute-cut-chamber-51207116-jr,7-arc-chute,#7 Arc Chute,CUT CHAMBER,51207116-JR,-,1123000,0,0
8-arc-chute-cut-chamber-51207116-jr,8-arc-chute,#8 Arc Chute,CUT CHAMBER,51207116-JR,-,2054000,0,0
rv1-cg-base-unit-rr-2567475-aa-3,rv1,RV1,CG BASE UNIT RR,2567475-AA,3,70461,108,14
rv1-cj-base-unit-rh-1188861-aa,rv1,RV1,CJ BASE UNIT RH,1188861-AA,-,200,3,0
rv1-cj-base-unit-lh-1188862-aa,rv1,RV1,CJ BASE UNIT LH,1188862-AA,-,200,2,0
rv1-cj-base-unit-rh-1188861-aa-1,rv1,RV1,CJ BASE UNIT RH,1188861-AA,1,922,0,0
rv1-cj-base-unit-lh-1188862-aa-1,rv1,RV1,CJ BASE UNIT LH,1188862-AA,1,920,0,0
rv1-cjqst-base-unit-fr-lh-5038788-ab-2,rv1,RV1,"CJQST BASE UNIT FR,LH",5038788-AB,2,1775,16,0
rv1-cjqst-base-unit-fr-rh-5038789-ab-2,rv1,RV1,"CJQST BASE UNIT FR,RH",5038789-AB,2,1847,2,3
rv1-cjqst-base-unit-fr-lh-5038789-ab-2,rv1,RV1,"CJQST BASE UNIT FR,LH",5038789-AB,2,200,0,0
rv2-cg-base-unit-rr-2567475-aa-4,rv2,RV2,CG BASE UNIT RR,2567475-AA,4,68258,85,9
rv2-cg-base-unit-rr-2567475-aa-2,rv2,RV2,CG BASE UNIT RR,2567475-AA,2,70299,65,9
rv2-cj-base-unit-lh-1188862-aa,rv2,RV2,CJ BASE UNIT LH,1188862-AA,-,203,2,0
rv2-cj-base-unit-rh-1188861-aa,rv2,RV2,CJ BASE UNIT RH,1188861-AA,-,8,2,0
rv2-cj-base-unit-lh-1188862-aa-4,rv2,RV2,CJ BASE UNIT LH,1188862-AA,4,201,3,0
rv2-cj-base-unit-rh-1188861-aa-2,rv2,RV2,CJ BASE UNIT RH,1188861-AA,2,920,2,0
rv2-cj-base-unit-lh-1188862-aa-2,rv2,RV2,CJ BASE UNIT LH,1188862-AA,2,918,2,0
rv2-cjqst-base-unit-fr-lh-5038788-ab-2,rv2,RV2,"CJQST BASE UNIT FR,LH",5038788-AB,2,1082,26,0
rv2-cjqst-base-unit-fr-rh-5038789-ab-2,rv2,RV2,"CJQST BASE UNIT FR,RH",5038789-AB,2,390,1,0
rv2-cjqst-base-unit-fr-lh-5038788-ab-3,rv2,RV2,"CJQST BASE UNIT FR,LH",5038788-AB,3,721,2,0
rv2-cjqst-base-unit-fr-rh-5038789-ab-3,rv2,RV2,"CJQST BASE UNIT FR,RH",5038789-AB,3,1487,1,8
1-rw-upr-active-assembly-sb-068c-1,1-rw,#1 RW,UPR ACTIVE ASSEMBLY,SB-068C-1,-,13464,427,22
1-rw-lower-sheet-metal-assembly-10383086,1-rw,#1 RW,Lower sheet metal assembly,10383086,-,1040,0,0
1-rw-brkt-sub-assy-sb-104a-1,1-rw,#1 RW,BRKT SUB ASSY,SB-104A-1,-,2500,15,0
1-rw-gland-plate-bru53717,1-rw,#1 RW,Gland plate,BRU53717,-,5773,114,13
2-rw-passive-bracket-assembly-sb-042e-2,2-rw,#2 RW,Passive Bracket Assembly,SB-042E-2,-,24067,223,0
2-rw-active-assembly-sb-092c-1,2-rw,#2 RW,ACTIVE ASSEMBLY,SB-092C-1,-,5810,113,16
2-rw-metal-cover-10-way-nve96526,2-rw,#2 RW,Metal Cover 10-Way,NVE96526,-,2486,31,0
2-rw-lower-sheet-metal-assembly-10383086,2-rw,#2 RW,LOWER SHEET METAL ASSEMBLY,10383086,-,3626,49,0
3-rw-retainer-comp-knee-1185577-ad,3-rw,#3 RW,Retainer comp knee,1185577-AD,-,846,411,0
sw1-spot-brkt-fe-th-538a-3,sw1-spot,SW1# spot,BRKT (FE),TH-538A-3,-,1264,3,2
sw1-spot-active-bracket-upper-sb-092c-1-1-4,sw1-spot,SW1# spot,ACTIVE BRACKET UPPER,SB-092C-1-1,4,7371,17,0
sw1-spot-active-bracket-upper-sb-092c-1-1-5,sw1-spot,SW1# spot,ACTIVE BRACKET UPPER,SB-092C-1-1,5,6006,17,4
sw-2-spot-upper-plate-tm-755a-1,sw-2-spot,SW#2 Spot,UPPER PLATE,TM-755A-1,-,541344,87,9
sw-3-spot-upper-plate-tm-755a-1,sw-3-spot,SW#3 Spot,UPPER PLATE,TM-755A-1,-,65977,0,0
sw-3-spot-cg-base-unit-rr-2567475-aa,sw-3-spot,SW#3 Spot,CG BASE UNIT RR,2567475-AA,-,73637,99,10
sw-3-spot-cup-tm-818a-1,sw-3-spot,SW#3 Spot,CUP,TM-818A-1,-,3215,1,0
sw-3-spot-cjqst-base-unit-fr-rh-5038789-ab,sw-3-spot,SW#3 Spot,"CJQST BASE UNIT FR,RH",5038789-AB,-,1710,4,0
sw-3-spot-cjqst-base-unit-fr-rh-5038709-aa,sw-3-spot,SW#3 Spot,"CJQST BASE UNIT FR,RH",5038709-AA,-,474,3,0
sw-3-spot-cjqst-base-unit-fr-lh-5038788-aa,sw-3-spot,SW#3 Spot,"CJQST BASE UNIT FR,LH",5038788-AA,-,1610,5,0
8-rubber-cap-rubber-cap-tm-755a-1,8-rubber-cap,#8 Rubber Cap,Rubber Cap,TM-755A-1,-,621488,0,0
c1-passive-bracket-sb-068c-2,c1,CNC-C1,PASSIVE BRACKET,SB-068C-2,-,5875,115,0
c1-passive-brkt-sb-092b-2,c1,CNC-C1,PASSIVE BRKT,SB-092B-2,-,3003,121,0
c1-bracket-sb-075b-1-1,c1,CNC-C1,BRACKET,SB-075B-1-1,-,2988,13,0
c1-inner-11-728a-1,c1,CNC-C1,INNER,11-728A-1,-,2467,7,0
c2-inner-tm-865a-2,c2,CNC-C2,INNER,TM-865A-2,-,131391,186,0
c3-rhs-active-bracket-sb-069a-1,c3,CNC-C3,RHS ACTIVE BRACKET,SB-069A-1,-,6834,16,0
c3-brkt-th-524a-1,c3,CNC-C3,BRKT,TH-524A-1,-,1022,119,0
c4-bracket-sb-075b-1-1,c4,CNC-C4,BRACKET,SB-075B-1-1,-,19224,45,0
c4-passive-brkt-sb-092b-2,c4,CNC-C4,PASSIVE BRKT,SB-092B-2,-,1872,81,0
c4-brkt-rr-diff-mtg-th-403b-1,c4,CNC-C4,BRKT RR DIFF MTG,TH-403B-1,-,1365,118,0
